player_id,draft_year,source,rank,scope,position,source_id,source_url
2025-001-matthew-schaefer,2025,draft_slot_proxy,1,all_drafted_players,D,2025-001-matthew-schaefer,https://en.wikipedia.org/wiki/2025_NHL_entry_draft
2025-002-michael-misa,2025,draft_slot_proxy,2,all_drafted_players,C,2025-002-michael-misa,https://en.wikipedia.org/wiki/2025_NHL_entry_draft
2025-003-anton-frondell,2025,draft_slot_proxy,3,all_drafted_players,C,2025-003-anton-frondell,https://en.wikipedia.org/wiki/2025_NHL_entry_draft
2025-004-caleb-desnoyers,2025,draft_slot_proxy,4,all_drafted_players,C,2025-004-caleb-desnoyers,https://en.wikipedia.org/wiki/2025_NHL_entry_draft
2025-005-brady-martin,2025,draft_slot_proxy,5,all_drafted_players,C,2025-005-brady-martin,https://en.wikipedia.org/wiki/2025_NHL_entry_draft
2025-006-porter-martone,2025,draft_slot_proxy,6,all_drafted_players,R,2025-006-porter-martone,https://en.wikipedia.org/wiki/2025_NHL_entry_draft
2025-007-james-hagens,2025,draft_slot_proxy,7,all_drafted_players,C,2025-007-james-hagens,https://en.wikipedia.org/wiki/2025_NHL_entry_draft
2025-008-jake-o-brien,2025,draft_slot_proxy,8,all_drafted_players,C,2025-008-jake-o-brien,https://en.wikipedia.org/wiki/2025_NHL_entry_draft
2025-009-radim-mrtka,2025,draft_slot_proxy,9,all_drafted_players,D,2025-009-radim-mrtka,https://en.wikipedia.org/wiki/2025_NHL_entry_draft
2025-010-roger-mcqueen,2025,draft_slot_proxy,10,all_drafted_players,C,2025-010-roger-mcqueen,https://en.wikipedia.org/wiki/2025_NHL_entry_draft
2025-011-ben-kindel,2025,draft_slot_proxy,11,all_drafted_players,C,2025-011-ben-kindel,https://en.wikipedia.org/wiki/2025_NHL_entry_draft
2025-012-jack-nesbitt,2025,draft_slot_proxy,12,all_drafted_players,C,2025-012-jack-nesbitt,https://en.wikipedia.org/wiki/2025_NHL_entry_draft
2025-013-carter-bear,2025,draft_slot_proxy,13,all_drafted_players,L,2025-013-carter-bear,https://en.wikipedia.org/wiki/2025_NHL_entry_draft
2025-014-jackson-smith,2025,draft_slot_proxy,14,all_drafted_players,D,2025-014-jackson-smith,https://en.wikipedia.org/wiki/2025_NHL_entry_draft
2025-015-braeden-cootes,2025,draft_slot_proxy,15,all_drafted_players,C,2025-015-braeden-cootes,https://en.wikipedia.org/wiki/2025_NHL_entry_draft
2025-016-victor-eklund,2025,draft_slot_proxy,16,all_drafted_players,R,2025-016-victor-eklund,https://en.wikipedia.org/wiki/2025_NHL_entry_draft
2025-017-kashawn-aitcheson,2025,draft_slot_proxy,17,all_drafted_players,D,2025-017-kashawn-aitcheson,https://en.wikipedia.org/wiki/2025_NHL_entry_draft
2025-018-cole-reschny,2025,draft_slot_proxy,18,all_drafted_players,C,2025-018-cole-reschny,https://en.wikipedia.org/wiki/2025_NHL_entry_draft
2025-019-justin-carbonneau,2025,draft_slot_proxy,19,all_drafted_players,R,2025-019-justin-carbonneau,https://en.wikipedia.org/wiki/2025_NHL_entry_draft
