player_id,draft_year,horizon_years,outcome_through,nhl_games,nhl_points,nhl_toi_minutes,goalie_starts,value_proxy,source,source_id,source_url
2015-001-connor-mcdavid,2015,7,2022-06-30,487,697,10536.0,0,,nhl_public_api,8478402,https://api-web.nhle.com/v1/player/8478402/landing
2015-002-jack-eichel,2015,7,2022-06-30,409,380,8279.7,0,,nhl_public_api,8478403,https://api-web.nhle.com/v1/player/8478403/landing
2015-003-dylan-strome,2015,7,2022-06-30,273,170,4376.0,0,,nhl_public_api,8478440,https://api-web.nhle.com/v1/player/8478440/landing
2015-004-mitch-marner,2015,7,2022-06-30,427,455,8272.2,0,,nhl_public_api,8478483,https://api-web.nhle.com/v1/player/8478483/landing
2015-005-noah-hanifin,2015,7,2022-06-30,517,201,10164.9,0,,nhl_public_api,8478396,https://api-web.nhle.com/v1/player/8478396/landing
2015-006-pavel-zacha,2015,7,2022-06-30,386,179,6084.6,0,,nhl_public_api,8478401,https://api-web.nhle.com/v1/player/8478401/landing
2015-007-ivan-provorov,2015,7,2022-06-30,450,190,10922.9,0,,nhl_public_api,8478500,https://api-web.nhle.com/v1/player/8478500/landing
2015-008-zach-werenski,2015,7,2022-06-30,403,237,9357.3,0,,nhl_public_api,8478460,https://api-web.nhle.com/v1/player/8478460/landing
2015-009-timo-meier,2015,7,2022-06-30,394,264,6502.6,0,,nhl_public_api,8478414,https://api-web.nhle.com/v1/player/8478414/landing
2015-010-mikko-rantanen,2015,7,2022-06-30,408,408,7918.8,0,,nhl_public_api,8478420,https://api-web.nhle.com/v1/player/8478420/landing
2015-011-lawson-crouse,2015,7,2022-06-30,346,110,4783.8,0,,nhl_public_api,8478474,https://api-web.nhle.com/v1/player/8478474/landing
2015-012-denis-gurianov,2015,7,2022-06-30,214,94,2979.4,0,,nhl_public_api,8478495,https://api-web.nhle.com/v1/player/8478495/landing
2015-013-jakub-zboril,2015,7,2022-06-30,54,12,895.3,0,,nhl_public_api,8478415,https://api-web.nhle.com/v1/player/8478415/landing
2015-014-jake-debrusk,2015,7,2022-06-30,321,176,4916.7,0,,nhl_public_api,8478498,https://api-web.nhle.com/v1/player/8478498/landing
2015-015-zach-senyshyn,2015,7,2022-06-30,16,3,150.9,0,,nhl_public_api,8478485,https://api-web.nhle.com/v1/player/8478485/landing
2015-016-mathew-barzal,2015,7,2022-06-30,362,311,6653.6,0,,nhl_public_api,8478445,https://api-web.nhle.com/v1/player/8478445/landing
2015-017-kyle-connor,2015,7,2022-06-30,384,344,7374.1,0,,nhl_public_api,8478398,https://api-web.nhle.com/v1/player/8478398/landing
2015-018-thomas-chabot,2015,7,2022-06-30,313,188,7490.2,0,,nhl_public_api,8478469,https://api-web.nhle.com/v1/player/8478469/landing
2015-019-evgeny-svechnikov,2015,7,2022-06-30,113,31,1205.2,0,,nhl_public_api,8478431,https://api-web.nhle.com/v1/player/8478431/landing
2015-020-joel-eriksson-ek,2015,7,2022-06-30,343,145,5261.1,0,,nhl_public_api,8478493,https://api-web.nhle.com/v1/player/8478493/landing
2015-021-colin-white,2015,7,2022-06-30,224,98,3444.4,0,,nhl_public_api,8478400,https://api-web.nhle.com/v1/player/8478400/landing
2015-022-ilya-samsonov,2015,7,2022-06-30,89,0,4865.1,79,,nhl_public_api,8478492,https://api-web.nhle.com/v1/player/8478492/landing
2015-023-brock-boeser,2015,7,2022-06-30,324,256,6014.1,0,,nhl_public_api,8478444,https://api-web.nhle.com/v1/player/8478444/landing
2015-024-travis-konecny,2015,7,2022-06-30,428,271,6740.1,0,,nhl_public_api,8478439,https://api-web.nhle.com/v1/player/8478439/landing
2015-025-jack-roslovic,2015,7,2022-06-30,309,146,4167.0,0,,nhl_public_api,8478458,https://api-web.nhle.com/v1/player/8478458/landing
2015-026-noah-juulsen,2015,7,2022-06-30,56,10,971.4,0,,nhl_public_api,8478454,https://api-web.nhle.com/v1/player/8478454/landing
2015-027-jacob-larsson,2015,7,2022-06-30,165,24,2764.7,0,,nhl_public_api,8478491,https://api-web.nhle.com/v1/player/8478491/landing
2015-028-anthony-beauvillier,2015,7,2022-06-30,408,189,6285.1,0,,nhl_public_api,8478463,https://api-web.nhle.com/v1/player/8478463/landing
2015-029-gabriel-carlsson,2015,7,2022-06-30,75,16,940.7,0,,nhl_public_api,8478506,https://api-web.nhle.com/v1/player/8478506/landing
2015-030-nick-merkley,2015,7,2022-06-30,41,15,481.2,0,,nhl_public_api,8478447,https://api-web.nhle.com/v1/player/8478447/landing
2015-031-jeremy-roy,2015,7,2022-06-30,0,0,0.0,0,,nhl_public_api,8478464,https://api-web.nhle.com/v1/player/8478464/landing
2015-032-christian-fischer,2015,7,2022-06-30,318,84,4094.4,0,,nhl_public_api,8478432,https://api-web.nhle.com/v1/player/8478432/landing
2015-033-mitchell-stephens,2015,7,2022-06-30,72,13,778.0,0,,nhl_public_api,8478477,https://api-web.nhle.com/v1/player/8478477/landing
2015-034-travis-dermott,2015,7,2022-06-30,268,54,4263.1,0,,nhl_public_api,8478408,https://api-web.nhle.com/v1/player/8478408/landing
2015-035-sebastian-aho,2015,7,2022-06-30,445,401,8333.5,0,,nhl_public_api,8478427,https://api-web.nhle.com/v1/player/8478427/landing
2015-036-gabriel-gagne,2015,7,2022-06-30,0,0,0.0,0,,nhl_public_api,8478410,https://api-web.nhle.com/v1/player/8478410/landing
2015-037-brandon-carlo,2015,7,2022-06-30,403,70,8108.7,0,,nhl_public_api,8478443,https://api-web.nhle.com/v1/player/8478443/landing
2015-038-paul-bittner,2015,7,2022-06-30,0,0,0.0,0,,nhl_public_api,8478426,https://api-web.nhle.com/v1/player/8478426/landing
2015-039-a-j-greer,2015,7,2022-06-30,47,8,367.2,0,,nhl_public_api,8478421,https://api-web.nhle.com/v1/player/8478421/landing
2015-040-nicolas-meloche,2015,7,2022-06-30,57,8,911.2,0,,nhl_public_api,8478467,https://api-web.nhle.com/v1/player/8478467/landing
2015-041-ryan-gropp,2015,7,2022-06-30,0,0,0.0,0,,nhl_public_api,8478394,https://api-web.nhle.com/v1/player/8478394/landing
2015-042-mackenzie-blackwood,2015,7,2022-06-30,130,0,7437.6,123,,nhl_public_api,8478406,https://api-web.nhle.com/v1/player/8478406/landing
2015-043-erik-cernak,2015,7,2022-06-30,226,59,4349.4,0,,nhl_public_api,8478416,https://api-web.nhle.com/v1/player/8478416/landing
2015-044-matthew-spencer,2015,7,2022-06-30,0,0,0.0,0,,nhl_public_api,8478441,https://api-web.nhle.com/v1/player/8478441/landing
2015-045-jakob-forsbacka-karlsson,2015,7,2022-06-30,29,9,338.8,0,,nhl_public_api,8478417,https://api-web.nhle.com/v1/player/8478417/landing
2015-046-daniel-sprong,2015,7,2022-06-30,202,70,2443.9,0,,nhl_public_api,8478466,https://api-web.nhle.com/v1/player/8478466/landing
2015-047-jansen-harkins,2015,7,2022-06-30,132,22,1256.5,0,,nhl_public_api,8478424,https://api-web.nhle.com/v1/player/8478424/landing
2015-048-filip-chlapik,2015,7,2022-06-30,57,11,549.6,0,,nhl_public_api,8478488,https://api-web.nhle.com/v1/player/8478488/landing
2015-049-roope-hintz,2015,7,2022-06-30,239,170,3891.5,0,,nhl_public_api,8478449,https://api-web.nhle.com/v1/player/8478449/landing
2015-050-jordan-greenway,2015,7,2022-06-30,272,112,3910.1,0,,nhl_public_api,8478413,https://api-web.nhle.com/v1/player/8478413/landing
2015-051-brendan-guhle,2015,7,2022-06-30,65,14,1095.0,0,,nhl_public_api,8478425,https://api-web.nhle.com/v1/player/8478425/landing
2015-052-jeremy-lauzon,2015,7,2022-06-30,142,18,2475.4,0,,nhl_public_api,8478468,https://api-web.nhle.com/v1/player/8478468/landing
2015-053-rasmus-andersson,2015,7,2022-06-30,298,112,5881.6,0,,nhl_public_api,8478397,https://api-web.nhle.com/v1/player/8478397/landing
